algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
count_sketch,4.0,0.3708072893740646,3.7080728937406464e-06,0.317480549779936,zipf__F1_100000__alpha_4p0__non_interleaved__s_1p2,150000,100000,20260422,zipf,100000,2.4000000000000003e-06,0.001335372741150783,100,0.99,0.99,0.99,250000,50000,0.00037,507168,3e-06,0.3,100,100000,,20260419,400000,non-interleaved,11359,4.5e-06,0.45,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,4.0,7.693458931243947,7.693458931243947e-05,2.769598154103431,zipf__F1_100000__alpha_4p0__non_interleaved__s_1p2,150000,100000,20260423,zipf,100000,0.0006020999999999999,0.5846937488991171,100,0.24,0.24,0.24,250000,250,0.00437,47558,1e-05,1.0,100,100000,,20260419,400000,non-interleaved,11359,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,250,1.2,,,,,
double_mg,6.0,3.083119865736242,3.083119865736243e-05,0.9900243694961813,zipf__F1_100000__alpha_6p0__non_interleaved__s_1p2,250000,100000,20260419,zipf,100000,0.0005917,0.34887806611766536,100,0.98,0.98,0.98,350000,1198,0.00072,60456,1e-05,1.0,100,100000,599,20260419,600000,non-interleaved,11321,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",,,,,1.2,,,,,
double_ss,6.0,55.898772193269146,0.0005589877219326914,45.785919366791184,zipf__F1_100000__alpha_6p0__non_interleaved__s_1p2,250000,100000,20260420,zipf,100000,3.900000000000001e-06,0.004100230679020839,100,0.98,0.98,0.98,350000,1200,0.00059,108792,0.00058,58.0,100,100000,600,20260419,600000,non-interleaved,11321,0.00058,58.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",,,,,1.2,,,,,
count_min,6.0,84.51991873509407,0.0008451991873509408,67.35181431148109,zipf__F1_100000__alpha_6p0__non_interleaved__s_1p2,250000,100000,20260421,zipf,100000,0.0008033999999999999,0.4831153961050584,100,0.83,0.83,0.83,350000,1360,0.00539,27956,0.0008581999999999999,85.82,100,100000,,20260419,600000,non-interleaved,11321,0.0008542,85.42,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",5,20260421,272,,1.2,,,,,
count_sketch,6.0,0.3670170479639608,3.6701704796396083e-06,0.31521691608458713,zipf__F1_100000__alpha_6p0__non_interleaved__s_1p2,250000,100000,20260422,zipf,100000,2.7e-06,0.0017551503302193714,100,0.98,0.98,0.98,350000,50000,0.0001,506916,2.6000000000000005e-06,0.26,100,100000,,20260419,600000,non-interleaved,11321,2.6000000000000005e-06,0.26,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,6.0,8.753025351117392,8.753025351117392e-05,3.1594415241806186,zipf__F1_100000__alpha_6p0__non_interleaved__s_1p2,250000,100000,20260423,zipf,100000,0.0002475,0.2685068065729166,100,0.25,0.25,0.25,350000,350,0.00401,76874,1e-05,1.0,100,100000,,20260419,600000,non-interleaved,11321,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",,,,350,1.2,,,,,
double_mg,8.0,2.8016791869200177,2.8016791869200177e-05,0.9817798420404564,zipf__F1_100000__alpha_8p0__non_interleaved__s_1p2,350000,100000,20260419,zipf,100000,0.0003997,0.23618904741817762,100,1.0,1.0,1.0,450000,1598,0.00048,105316,1e-05,1.0,100,100000,799,20260419,800000,non-interleaved,11315,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 350000, 'total_insertions': 450000}",,,,,1.2,,,,,
double_ss,8.0,37.19098541758727,0.00037190985417587274,30.711048810268743,zipf__F1_100000__alpha_8p0__non_interleaved__s_1p2,350000,100000,20260420,zipf,100000,9.000000000000001e-07,0.0009389637768509773,100,1.0,1.0,1.0,450000,1600,0.0004,193984,0.0003899,38.99,100,100000,800,20260419,800000,non-interleaved,11315,0.00039009999999999994,39.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 350000, 'total_insertions': 450000}",,,,,1.2,,,,,
count_min,8.0,84.27264692885551,0.0008427264692885551,67.18535530788736,zipf__F1_100000__alpha_8p0__non_interleaved__s_1p2,350000,100000,20260421,zipf,100000,0.0008135000000000001,0.4941074179948177,100,0.8399999999999999,0.84,0.84,450000,1360,0.00273,28012,0.0008264,82.64,100,100000,,20260419,800000,non-interleaved,11315,0.000897,89.7,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 350000, 'total_insertions': 450000}",5,20260421,272,,1.2,,,,,
count_sketch,8.0,0.35457357490057445,3.5457357490057448e-06,0.3060918796615411,zipf__F1_100000__alpha_8p0__non_interleaved__s_1p2,350000,100000,20260422,zipf,100000,2.5e-06,0.001491598733128396,100,1.0,1.0,1.0,450000,50000,0.00011,506580,4.2000000000000004e-06,0.42,100,100000,,20260419,800000,non-interleaved,11315,2.7e-06,0.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 350000, 'total_insertions': 450000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,8.0,9.386301369863014,9.386301369863014e-05,3.3877523343625366,zipf__F1_100000__alpha_8p0__non_interleaved__s_1p2,350000,100000,20260423,zipf,100000,4.74e-05,0.055562061108920736,100,0.28,0.28,0.28,450000,450,0.00375,87778,1e-05,1.0,100,100000,,20260419,800000,non-interleaved,11315,4.73e-05,4.73,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 350000, 'total_insertions': 450000}",,,,450,1.2,,,,,
double_mg,1.5,5.5016337154566095,2.7508168577283048e-05,0.9979404500707099,zipf__F1_200000__alpha_1p5__non_interleaved__s_1p2,50000,100000,20260419,zipf,200000,0.0020379,0.838225203226451,100,0.46,0.46,0.46,250000,298,0.003325,17408,5.1e-06,1.0,100,200000,149,20260419,300000,non-interleaved,18057,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 250000}",,,,,1.2,,,,,
double_ss,1.5,657.4933266877111,0.0032874666334385557,506.52535931510243,zipf__F1_200000__alpha_1p5__non_interleaved__s_1p2,50000,100000,20260420,zipf,200000,0.0012756999999999998,1.1148503057171688,100,0.46,0.46,0.46,250000,300,0.003315,31432,0.0033099,655.37,100,200000,150,20260419,300000,non-interleaved,18057,0.00331,662.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 250000}",,,,,1.2,,,,,
count_min,1.5,171.66411917815805,0.0008583205958907903,132.0847340682741,zipf__F1_200000__alpha_1p5__non_interleaved__s_1p2,50000,100000,20260421,zipf,200000,0.00080835,0.4845110478854612,100,0.81,0.81,0.81,250000,1360,0.006495,37364,0.00084655,167.26,100,200000,,20260419,300000,non-interleaved,18057,0.0008394,167.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 250000}",5,20260421,272,,1.2,,,,,
count_sketch,1.5,0.8590574292518137,4.295287146259068e-06,0.7152395585372548,zipf__F1_200000__alpha_1p5__non_interleaved__s_1p2,50000,100000,20260422,zipf,200000,3.2500000000000002e-06,0.002035325373773398,100,1.0,1.0,1.0,250000,50000,0.000295,571176,4.75e-06,0.945,100,200000,,20260419,300000,non-interleaved,18057,4.5e-06,0.9,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 250000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,1.5,8.400177216591903,4.200088608295952e-05,2.2064520225303625,zipf__F1_200000__alpha_1p5__non_interleaved__s_1p2,50000,100000,20260423,zipf,200000,0.0015599,1.1180351216533309,100,0.36,0.36,0.36,250000,125,0.005195,24062,5.1e-06,1.0,100,200000,,20260419,300000,non-interleaved,18057,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 250000}",,,,125,1.2,,,,,
double_mg,2.0,5.176657913849936,2.5883289569249678e-05,0.9984641638031205,zipf__F1_200000__alpha_2p0__non_interleaved__s_1p2,100000,100000,20260419,zipf,200000,0.0016975999999999998,0.7832454914629723,100,0.49,0.49,0.49,300000,398,0.002355,35428,5.1e-06,1.0,100,200000,199,20260419,400000,non-interleaved,17899,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 300000}",,,,,1.2,,,,,
double_ss,2.0,458.8187608246271,0.0022940938041231354,353.3625420449455,zipf__F1_200000__alpha_2p0__non_interleaved__s_1p2,100000,100000,20260420,zipf,200000,0.0006217,0.5913294671186761,100,0.49,0.49,0.49,300000,400,0.00232,54048,0.0023149,458.36,100,200000,200,20260419,400000,non-interleaved,17899,0.002315,463.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 300000}",,,,,1.2,,,,,
count_min,2.0,171.67255153919214,0.0008583627576959607,131.7946414813309,zipf__F1_200000__alpha_2p0__non_interleaved__s_1p2,100000,100000,20260421,zipf,200000,0.0008137999999999999,0.4967567292529347,100,0.79,0.79,0.79,300000,1360,0.002685,37196,0.00085065,168.26,100,200000,,20260419,400000,non-interleaved,17899,0.0008534,170.68,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 300000}",5,20260421,272,,1.2,,,,,
count_sketch,2.0,0.8402704061679424,4.201352030839712e-06,0.6964075467515469,zipf__F1_200000__alpha_2p0__non_interleaved__s_1p2,100000,100000,20260422,zipf,200000,2.5e-06,0.0015196037570576375,100,1.0,1.0,1.0,300000,50000,0.00025,572744,5.150000000000001e-06,1.01,100,200000,,20260419,400000,non-interleaved,17899,4.3e-06,0.86,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 300000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,2.0,8.868260796692553,4.434130398346276e-05,2.4074955232597004,zipf__F1_200000__alpha_2p0__non_interleaved__s_1p2,100000,100000,20260423,zipf,200000,0.00115085,0.8728914976900222,100,0.22,0.22,0.22,300000,150,0.004975,27250,5.1e-06,1.0,100,200000,,20260419,400000,non-interleaved,17899,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 300000}",,,,150,1.2,,,,,
double_mg,3.0,4.636821705426357,2.3184108527131784e-05,0.9981488220597099,zipf__F1_200000__alpha_3p0__non_interleaved__s_1p2,200000,100000,20260419,zipf,200000,0.0012491,0.6676068509850215,100,0.7100000000000001,0.71,0.71,400000,598,0.001455,30560,5.05e-06,1.0,100,200000,299,20260419,600000,non-interleaved,18060,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,,1.2,,,,,
double_ss,3.0,275.35393133997786,0.0013767696566998893,213.86143251180866,zipf__F1_200000__alpha_3p0__non_interleaved__s_1p2,200000,100000,20260420,zipf,200000,0.00015115,0.164576125681007,100,0.7,0.7,0.7,400000,600,0.001395,68860,0.00139495,277.6,100,200000,300,20260419,600000,non-interleaved,18060,0.0013949999999999998,279.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,,1.2,,,,,
count_min,3.0,171.709357696567,0.000858546788482835,132.457113442716,zipf__F1_200000__alpha_3p0__non_interleaved__s_1p2,200000,100000,20260421,zipf,200000,0.0008205500000000001,0.499268778968819,100,0.8000000000000002,0.8,0.8,400000,1360,0.002755,37028,0.0008695,173.05,100,200000,,20260419,600000,non-interleaved,18060,0.0008416,168.32,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",5,20260421,272,,1.2,,,,,
count_sketch,3.0,0.8408637873754152,4.204318936877077e-06,0.7024610383041324,zipf__F1_200000__alpha_3p0__non_interleaved__s_1p2,200000,100000,20260422,zipf,200000,3.1e-06,0.0017139990452498088,100,1.0,1.0,1.0,400000,50000,0.000305,571736,4.4e-06,0.88,100,200000,,20260419,600000,non-interleaved,18060,5.4e-06,1.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,3.0,9.29390919158361,4.646954595791805e-05,2.850694456762397,zipf__F1_200000__alpha_3p0__non_interleaved__s_1p2,200000,100000,20260423,zipf,200000,0.0008376499999999999,0.7356491040202414,100,0.24,0.24,0.24,400000,200,0.004625,41994,5.05e-06,1.0,100,200000,,20260419,600000,non-interleaved,18060,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,200,1.2,,,,,
double_mg,4.0,4.321049099653282,2.1605245498266414e-05,0.9970126807029492,zipf__F1_200000__alpha_4p0__non_interleaved__s_1p2,300000,100000,20260419,zipf,200000,0.00095245,0.5494404194462615,100,0.89,0.89,0.89,500000,798,0.001015,53120,5.1e-06,1.0,100,200000,399,20260419,800000,non-interleaved,17882,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,1.2,,,,,
double_ss,4.0,189.67207247511465,0.0009483603623755733,147.22228849640834,zipf__F1_200000__alpha_4p0__non_interleaved__s_1p2,300000,100000,20260420,zipf,200000,2.4050000000000002e-05,0.026711913381332233,100,0.89,0.89,0.89,500000,800,0.00097,116156,0.0009648500000000001,191.05,100,200000,400,20260419,800000,non-interleaved,17882,0.000965,193.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,1.2,,,,,
count_min,4.0,169.98249636505983,0.0008499124818252993,130.59311243591938,zipf__F1_200000__alpha_4p0__non_interleaved__s_1p2,300000,100000,20260421,zipf,200000,0.0008038499999999999,0.48495369803944466,100,0.8000000000000002,0.8,0.8,500000,1360,0.006155,36944,0.0008461499999999999,166.705,100,200000,,20260419,800000,non-interleaved,17882,0.0008557,171.14,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260421,272,,1.2,,,,,
count_sketch,4.0,0.8221675427804496,4.110837713902248e-06,0.6800259500708052,zipf__F1_200000__alpha_4p0__non_interleaved__s_1p2,300000,100000,20260422,zipf,200000,2.4000000000000003e-06,0.0012944114148822016,100,1.0,1.0,1.0,500000,50000,0.00013,568796,4.05e-06,0.805,100,200000,,20260419,800000,non-interleaved,17882,4.4e-06,0.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,4.0,10.712671960630802,5.356335980315401e-05,3.245366238421365,zipf__F1_200000__alpha_4p0__non_interleaved__s_1p2,300000,100000,20260423,zipf,200000,0.0006195500000000001,0.5906085258804619,100,0.24,0.24,0.24,500000,250,0.004375,47950,0.0001355,27.08,100,200000,,20260419,800000,non-interleaved,17882,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,250,1.2,,,,,
double_mg,6.0,3.8677837777654065,1.9338918888827035e-05,0.9950074445855869,zipf__F1_200000__alpha_6p0__non_interleaved__s_1p2,500000,100000,20260419,zipf,200000,0.0005797,0.33906705844759133,100,1.0,1.0,1.0,700000,1198,0.000615,51944,5.1e-06,1.0,100,200000,599,20260419,1200000,non-interleaved,17963,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,1.2,,,,,
double_ss,6.0,112.13037911262039,0.000560651895563102,87.72634452346452,zipf__F1_200000__alpha_6p0__non_interleaved__s_1p2,500000,100000,20260420,zipf,200000,1.4000000000000001e-06,0.001475900012038226,100,1.0,1.0,1.0,700000,1200,0.00058,136820,0.0005749,113.84,100,200000,600,20260419,1200000,non-interleaved,17963,0.000575,115.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,1.2,,,,,
count_min,6.0,171.28592105995656,0.0008564296052997829,131.66507822033444,zipf__F1_200000__alpha_6p0__non_interleaved__s_1p2,500000,100000,20260421,zipf,200000,0.0008011,0.47930445308423697,100,0.81,0.81,0.81,700000,1360,0.00535,37084,0.0008951,177.13,100,200000,,20260419,1200000,non-interleaved,17963,0.0008375,167.5,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",5,20260421,272,,1.2,,,,,
